feedback_id,campaign_id,feedback_text,sentiment,sentiment_score,issue_category,severity,feedback_source,feedback_date,resolution_status,response_time_hours,customer_segment,channel_of_campaign,repeat_complaint,escalation_required
FB46972,CMP16302,I'm not interested in loans but keep getting loan offers. Wrong targeting!,Very Negative,-0.88,Privacy Concerns,Critical,Call Center,2026-03-05,In Progress,,Mass Affluent,Call Center,False,True
FB46973,CMP19352,The credit card upgrade offer was excellent. Enjoying the new benefits!,Positive,0.44,Appreciation,Low,Social Media,2024-02-15,Escalated,,Salaried Gen-Z,WhatsApp,True,False
FB46974,CMP12735,Promotional message language was different from my preference. Update records!,Negative,-0.0,Spam/Excessive Messages,Low,Chatbot,2023-10-31,Closed,58.0,Senior Citizens,Push Notification,True,False
FB46975,CMP17012,Your WhatsApp Business messages are too frequent. Considering blocking!,Negative,-0.21,Unsubscribe Failed,Medium,Survey,2023-05-04,In Progress,125.0,Students,Push Notification,False,False
FB46976,CMP11442,The EMI calculator in campaign shows different amount than actual EMI.,Negative,-0.3,Unsubscribe Failed,Critical,Social Media,2025-12-04,Closed,117.0,High-Value Transactors,Call Center,False,True
FB46977,CMP18652,The cashback promised in campaign never got credited. Follow up required.,Negative,-0.21,Unclear Terms,Critical,App Review,2023-12-06,Closed,53.0,Low-Balance Customers,SMS,False,True
FB46978,CMP18876,Timely SMS about FD rate increase helped me invest at the right time. Thanks!,Positive,0.97,Appreciation,Low,Email,2023-04-21,Resolved,23.0,Students,Push Notification,True,False
FB46979,CMP16741,Your app showed pre-approved loan but branch rejected. False advertising!,Very Negative,-0.62,App Issues,Medium,Chatbot,2023-02-18,Closed,159.0,Existing Loan Customers,Email,False,False
FB46980,CMP19187,Multiple calls from different executives for same product. Poor coordination!,Very Negative,-0.59,Privacy Concerns,Low,Social Media,2025-02-06,Resolved,24.0,Senior Citizens,SMS,False,False
FB46981,CMP14581,Your campaign mentioned free insurance but it had premium after first year.,Negative,-0.24,App Issues,Low,Survey,2024-06-01,Resolved,20.0,SMB Owners,Push Notification,True,False
FB46982,CMP16891,Keep getting duplicate messages on both SMS and WhatsApp. Very annoying!,Very Negative,-0.48,Duplicate Messages,Medium,Call Center,2026-04-11,Closed,160.0,Mass Affluent,Push Notification,True,False
FB46983,CMP19782,Your push notification timing is terrible. Getting messages at midnight!,Negative,-0.07,App Issues,Low,Branch,2024-10-30,Resolved,114.0,High-Value Transactors,SMS,False,False
FB46984,CMP11442,Credit limit mentioned in message doesn't match my actual approved limit.,Negative,-0.29,Duplicate Messages,Medium,Email,2026-03-31,Escalated,96.0,Healthcare Workers,Call Center,False,False
FB46985,CMP14307,The credit card offer was not as mentioned. Hidden charges everywhere!,Very Negative,-0.84,Misleading Information,High,Email,2024-03-08,Resolved,134.0,Retired Professionals,Call Center,False,True
FB46986,CMP10807,Your WhatsApp Business messages are too frequent. Considering blocking!,Negative,-0.21,Technical Issues,High,Email,2025-12-10,Escalated,89.0,Government Employees,WhatsApp,True,True
FB46987,CMP10134,Great offer on personal loan! Applied and got approval within hours. Impressed!,Positive,0.72,Appreciation,Low,App Review,2024-08-19,Escalated,81.0,High-Value Transactors,Email,True,False
FB46988,CMP15163,Campaign said instant approval but waiting for 5 days now. False promise!,Very Negative,-0.52,Misleading Information,High,Survey,2025-12-05,Open,41.0,Healthcare Workers,WhatsApp,False,True
FB46989,CMP11812,The special rate for existing customers was same as new customer rate. Disappointed!,Negative,-0.11,Wrong Customer Details,High,Call Center,2023-12-21,Resolved,80.0,Self-Employed,Call Center,False,True
FB46990,CMP12371,I opted out of marketing communications but still getting WhatsApp promotions.,Very Negative,-0.53,Privacy Concerns,High,Branch,2023-12-24,Open,,Healthcare Workers,SMS,False,True
FB46991,CMP16678,Credit limit mentioned in message doesn't match my actual approved limit.,Negative,-0.14,Duplicate Messages,Low,App Review,2023-09-22,Open,82.0,Government Employees,Email,True,False
FB46992,CMP19664,Your campaign mentioned free insurance but it had premium after first year.,Negative,-0.21,Spam/Excessive Messages,Critical,Social Media,2023-09-11,In Progress,,High-Value Transactors,SMS,True,True
FB46993,CMP10919,The special rate for existing customers was same as new customer rate. Disappointed!,Negative,-0.14,Wrong Customer Details,Medium,Survey,2026-01-17,In Progress,116.0,Salaried Millennials,Email,False,False
FB46994,CMP14460,I've already unsubscribed but still receiving marketing calls. Very frustrating!,Negative,-0.17,Misleading Information,Low,Branch,2023-03-25,Open,164.0,Healthcare Workers,Push Notification,False,False
FB46995,CMP14007,The festive offer on home loan saved me a lot on processing fees. Happy customer!,Positive,0.99,Appreciation,Low,Chatbot,2024-03-27,In Progress,127.0,Retired Professionals,SMS,False,False
FB46996,CMP19834,Your WhatsApp Business messages are too frequent. Considering blocking!,Negative,-0.25,Unsubscribe Failed,Low,Chatbot,2023-01-05,Closed,50.0,HNI Customers,Call Center,True,False
FB46997,CMP16433,The cashback promised in campaign never got credited. Follow up required.,Negative,-0.02,Poor Timing,High,Email,2023-07-29,Open,34.0,NRI Customers,Email,False,True
FB46998,CMP19811,Your app showed pre-approved loan but branch rejected. False advertising!,Very Negative,-0.88,Service Delay,Medium,Chatbot,2023-07-02,Resolved,,Low-Balance Customers,Email,False,False
FB46999,CMP14091,General inquiry about the campaign offer.,Neutral,0.05,General Inquiry,Low,App Review,2024-11-27,Escalated,10.0,HNI Customers,WhatsApp,False,False
FB47000,CMP12756,Your WhatsApp Business messages are too frequent. Considering blocking!,Negative,-0.27,Privacy Concerns,High,Social Media,2023-12-25,Escalated,,Students,Call Center,True,True
FB47001,CMP15957,Credit limit mentioned in message doesn't match my actual approved limit.,Negative,-0.07,Aggressive Sales,Medium,Email,2025-04-01,In Progress,59.0,Government Employees,Call Center,True,False
FB47002,CMP19371,Your push notification timing is terrible. Getting messages at midnight!,Negative,-0.19,Wrong Customer Details,Low,Chatbot,2026-03-09,Escalated,,Dormant Account Holders,Push Notification,False,False
FB47003,CMP15798,Too many promotional SMS from your bank. Please stop sending these messages!,Very Negative,-0.31,Spam/Excessive Messages,High,App Review,2025-07-10,Closed,56.0,SMB Owners,Email,True,True
FB47004,CMP10701,Your app showed pre-approved loan but branch rejected. False advertising!,Negative,-0.02,Unclear Terms,Critical,Social Media,2025-02-26,Open,32.0,SMB Owners,Call Center,True,True
FB47005,CMP17731,The offer expired but I still received promotional SMS for it. Waste of time!,Negative,-0.25,Wrong Customer Details,High,Branch,2023-08-22,In Progress,96.0,NRI Customers,Push Notification,True,True
FB47006,CMP15587,The offer mentioned in SMS is not applicable to my account. Misleading information!,Very Negative,-0.82,Privacy Concerns,Low,Chatbot,2025-09-19,In Progress,,HNI Customers,Email,True,False
FB47007,CMP18164,Your executive called me during office hours for loan offer. Very unprofessional!,Negative,-0.26,Privacy Concerns,High,Social Media,2024-07-14,Open,142.0,Mass Affluent,Email,True,True
FB47008,CMP14901,Multiple calls from different executives for same product. Poor coordination!,Negative,-0.1,Irrelevant Offers,Medium,Social Media,2024-04-05,Open,,Self-Employed,Push Notification,True,False
FB47009,CMP14668,General inquiry about the campaign offer.,Neutral,0.06,General Inquiry,Low,Survey,2023-02-20,Resolved,165.0,High-Value Transactors,Call Center,True,False
FB47010,CMP13139,Multiple calls from different executives for same product. Poor coordination!,Negative,-0.14,Unclear Terms,Critical,Email,2026-01-06,Closed,102.0,Premium Card Holders,Push Notification,False,True
FB47011,CMP17757,Your WhatsApp Business messages are too frequent. Considering blocking!,Very Negative,-0.83,Spam/Excessive Messages,High,Branch,2025-08-04,Escalated,119.0,Senior Citizens,WhatsApp,False,True
FB47012,CMP11186,Your WhatsApp banking is very convenient. Love the quick response!,Positive,0.62,Appreciation,Low,Call Center,2024-07-01,Escalated,,First-Time Borrowers,SMS,True,False
FB47013,CMP16015,I'm not interested in loans but keep getting loan offers. Wrong targeting!,Very Negative,-0.56,Poor Timing,Critical,Call Center,2024-05-14,In Progress,25.0,Senior Citizens,SMS,False,True
FB47014,CMP15363,Your campaign mentioned free insurance but it had premium after first year.,Negative,-0.11,Technical Issues,Medium,Social Media,2024-03-12,Resolved,67.0,SMB Owners,Email,False,False
FB47015,CMP13804,Promotional message language was different from my preference. Update records!,Negative,-0.06,Unclear Terms,Critical,Social Media,2025-01-11,Closed,97.0,Government Employees,WhatsApp,False,True
FB47016,CMP15585,Promotional message language was different from my preference. Update records!,Very Negative,-0.72,Irrelevant Offers,High,App Review,2025-02-21,Escalated,26.0,HNI Customers,SMS,False,True
FB47017,CMP12480,General inquiry about the campaign offer.,Neutral,0.28,General Inquiry,Low,App Review,2024-03-10,Closed,135.0,Existing Loan Customers,Push Notification,True,False
FB47018,CMP18024,Great offer on personal loan! Applied and got approval within hours. Impressed!,Positive,0.51,Appreciation,Low,Call Center,2023-04-30,Resolved,93.0,High-Value Transactors,WhatsApp,True,False
FB47019,CMP10461,General inquiry about the campaign offer.,Neutral,0.08,General Inquiry,Low,Call Center,2023-06-12,In Progress,78.0,SMB Owners,Email,False,False
FB47020,CMP15182,Campaign said instant approval but waiting for 5 days now. False promise!,Very Negative,-0.66,Unclear Terms,Critical,Social Media,2026-02-07,Open,36.0,Self-Employed,Email,False,True
FB47021,CMP10791,General inquiry about the campaign offer.,Neutral,0.21,General Inquiry,Low,App Review,2026-03-30,Open,,High-Value Transactors,SMS,False,False
FB47022,CMP15889,Credit limit mentioned in message doesn't match my actual approved limit.,Negative,-0.1,Poor Timing,Medium,Social Media,2024-02-29,Escalated,22.0,IT Professionals,Call Center,False,False
FB47023,CMP15715,Your push notification timing is terrible. Getting messages at midnight!,Negative,-0.05,Misleading Information,Medium,Survey,2025-12-17,Resolved,,Government Employees,Email,True,False
FB47024,CMP19454,General inquiry about the campaign offer.,Neutral,0.02,General Inquiry,Low,Social Media,2025-06-30,Closed,73.0,IT Professionals,Push Notification,False,False
FB47025,CMP10239,Loan processing fee was higher than mentioned in campaign. Please clarify!,Very Negative,-0.96,Unclear Terms,High,Social Media,2026-04-05,In Progress,,High-Value Transactors,SMS,False,True
FB47026,CMP19727,The interest rate in SMS was different from what your branch quoted. Cheating!,Very Negative,-0.74,Aggressive Sales,High,Email,2023-11-24,In Progress,71.0,Existing Loan Customers,Push Notification,False,True
FB47027,CMP11602,Keep getting duplicate messages on both SMS and WhatsApp. Very annoying!,Negative,-0.25,Hidden Charges,Medium,Call Center,2025-07-18,In Progress,90.0,IT Professionals,SMS,False,False
FB47028,CMP10576,The offer expired but I still received promotional SMS for it. Waste of time!,Negative,-0.14,Wrong Customer Details,High,Chatbot,2025-12-04,Open,,First-Time Borrowers,Push Notification,True,True
FB47029,CMP16153,Campaign offer was exactly as mentioned. No hidden charges. Trustworthy!,Positive,0.37,Appreciation,Low,Chatbot,2025-09-21,Resolved,155.0,Students,Email,True,False
FB47030,CMP19957,Your WhatsApp Business messages are too frequent. Considering blocking!,Very Negative,-0.84,Hidden Charges,High,Call Center,2026-02-13,Escalated,12.0,Healthcare Workers,Push Notification,False,True
FB47031,CMP17440,General inquiry about the campaign offer.,Neutral,0.14,General Inquiry,Low,Email,2025-10-07,Closed,22.0,Women Professionals,SMS,True,False
FB47032,CMP13128,Multiple calls from different executives for same product. Poor coordination!,Very Negative,-0.32,Hidden Charges,High,Call Center,2024-08-21,Closed,,HNI Customers,WhatsApp,False,True
FB47033,CMP13860,Credit limit mentioned in message doesn't match my actual approved limit.,Negative,-0.05,Duplicate Messages,Low,Branch,2025-05-03,In Progress,120.0,Government Employees,WhatsApp,True,False
FB47034,CMP10322,Timely SMS about FD rate increase helped me invest at the right time. Thanks!,Positive,0.38,Appreciation,Low,Branch,2024-08-15,Resolved,,SMB Owners,SMS,True,False
FB47035,CMP10251,The offer expired but I still received promotional SMS for it. Waste of time!,Negative,-0.03,Spam/Excessive Messages,Critical,Branch,2024-09-23,Closed,59.0,IT Professionals,SMS,False,True
FB47036,CMP11471,Your campaign mentioned free insurance but it had premium after first year.,Negative,-0.07,Privacy Concerns,Medium,Survey,2023-10-06,Escalated,65.0,Senior Citizens,WhatsApp,False,False
FB47037,CMP13877,I've already unsubscribed but still receiving marketing calls. Very frustrating!,Very Negative,-0.71,Technical Issues,High,Survey,2026-03-29,Escalated,48.0,NRI Customers,Push Notification,False,True
FB47038,CMP13397,Received personalized offer matching my needs. Good targeting!,Positive,0.6,Appreciation,Low,Call Center,2023-05-03,In Progress,,Salaried Gen-Z,Email,False,False
FB47039,CMP12069,The offer mentioned in SMS is not applicable to my account. Misleading information!,Negative,-0.15,Unclear Terms,High,Chatbot,2023-12-15,Closed,,Government Employees,Push Notification,False,True
FB47040,CMP15280,I've already unsubscribed but still receiving marketing calls. Very frustrating!,Negative,-0.03,App Issues,Low,Call Center,2024-11-27,Escalated,146.0,Existing Loan Customers,Push Notification,True,False
FB47041,CMP10951,The special rate for existing customers was same as new customer rate. Disappointed!,Negative,-0.01,App Issues,Medium,Social Media,2023-07-13,Open,,Existing Loan Customers,Push Notification,False,False
FB47042,CMP11702,Too many promotional SMS from your bank. Please stop sending these messages!,Negative,-0.05,Technical Issues,Low,Call Center,2023-01-08,Closed,,Self-Employed,SMS,True,False
FB47043,CMP14170,The EMI calculator in campaign shows different amount than actual EMI.,Negative,-0.01,Hidden Charges,High,Call Center,2025-03-13,Escalated,145.0,First-Time Borrowers,WhatsApp,False,True
FB47044,CMP14006,Timely SMS about FD rate increase helped me invest at the right time. Thanks!,Positive,0.93,Appreciation,Low,Chatbot,2023-09-10,In Progress,94.0,HNI Customers,WhatsApp,False,False
FB47045,CMP10064,General inquiry about the campaign offer.,Neutral,0.0,General Inquiry,Low,Survey,2024-05-19,Escalated,2.0,HNI Customers,SMS,True,False
FB47046,CMP12178,I opted out of marketing communications but still getting WhatsApp promotions.,Very Negative,-0.61,Wrong Customer Details,Critical,App Review,2023-06-10,In Progress,114.0,Salaried Millennials,WhatsApp,False,True
FB47047,CMP11582,General inquiry about the campaign offer.,Neutral,0.16,General Inquiry,Low,Social Media,2025-04-26,Escalated,153.0,Healthcare Workers,Email,False,False
FB47048,CMP14631,Received 5 promotional messages today alone. This is harassment!,Very Negative,-0.82,Misleading Information,High,Branch,2023-09-02,Resolved,,Senior Citizens,Call Center,False,True
FB47049,CMP13027,Keep getting duplicate messages on both SMS and WhatsApp. Very annoying!,Very Negative,-0.61,Technical Issues,Critical,App Review,2024-07-22,Closed,,Government Employees,Call Center,True,True
FB47050,CMP13177,Credit limit mentioned in message doesn't match my actual approved limit.,Negative,-0.12,Spam/Excessive Messages,Medium,Call Center,2026-01-30,Resolved,118.0,First-Time Borrowers,Call Center,False,False
FB47051,CMP16824,Too many promotional SMS from your bank. Please stop sending these messages!,Negative,-0.19,Unclear Terms,Medium,Chatbot,2025-08-28,Closed,,HNI Customers,WhatsApp,True,False
FB47052,CMP16000,Loan processing fee was higher than mentioned in campaign. Please clarify!,Very Negative,-0.32,Duplicate Messages,Medium,Email,2025-07-18,Resolved,65.0,Healthcare Workers,Email,True,False
FB47053,CMP13103,Too many promotional SMS from your bank. Please stop sending these messages!,Negative,-0.28,Aggressive Sales,Medium,Social Media,2024-10-29,In Progress,116.0,Salaried Gen-Z,SMS,False,False
FB47054,CMP18204,Your push notification timing is terrible. Getting messages at midnight!,Negative,-0.1,Service Delay,Medium,Survey,2023-05-07,Resolved,90.0,NRI Customers,WhatsApp,False,False
FB47055,CMP13653,Keep getting duplicate messages on both SMS and WhatsApp. Very annoying!,Negative,-0.11,Misleading Information,Low,Email,2024-11-11,Escalated,80.0,Existing Loan Customers,Push Notification,False,False
FB47056,CMP14063,Your campaign mentioned free insurance but it had premium after first year.,Very Negative,-0.86,Service Delay,High,Email,2026-02-10,Escalated,73.0,Dormant Account Holders,Email,True,True
FB47057,CMP11282,The app notification for bill payment reminder was helpful. Avoided late fee!,Positive,0.72,Appreciation,Low,Branch,2024-06-19,Closed,62.0,Dormant Account Holders,WhatsApp,False,False
FB47058,CMP17634,The offer mentioned in SMS is not applicable to my account. Misleading information!,Negative,-0.11,Privacy Concerns,Medium,Survey,2023-04-21,Escalated,142.0,Women Professionals,Call Center,False,False
FB47059,CMP12537,General inquiry about the campaign offer.,Neutral,0.28,General Inquiry,Low,Branch,2025-12-09,Resolved,128.0,Dormant Account Holders,SMS,False,False
FB47060,CMP11102,Your executive called me during office hours for loan offer. Very unprofessional!,Negative,-0.29,Poor Timing,Critical,Chatbot,2025-02-26,In Progress,74.0,First-Time Borrowers,WhatsApp,True,True
FB47061,CMP18014,The special rate for existing customers was same as new customer rate. Disappointed!,Negative,-0.17,Privacy Concerns,Medium,Branch,2025-04-24,Escalated,75.0,Senior Citizens,Email,False,False
FB47062,CMP17011,The interest rate in SMS was different from what your branch quoted. Cheating!,Negative,-0.17,Aggressive Sales,Medium,Social Media,2025-09-26,Resolved,93.0,Healthcare Workers,Email,False,False
FB47063,CMP11906,Keep getting duplicate messages on both SMS and WhatsApp. Very annoying!,Negative,-0.29,Technical Issues,High,Social Media,2024-05-15,Escalated,37.0,Salaried Millennials,WhatsApp,False,True
FB47064,CMP17461,The cashback promised in campaign never got credited. Follow up required.,Negative,-0.09,Misleading Information,Low,Survey,2023-04-26,In Progress,27.0,IT Professionals,SMS,False,False
FB47065,CMP13774,Your push notification timing is terrible. Getting messages at midnight!,Very Negative,-0.67,Spam/Excessive Messages,High,Branch,2024-12-10,Closed,70.0,Salaried Millennials,SMS,False,True
FB47066,CMP13633,Keep getting duplicate messages on both SMS and WhatsApp. Very annoying!,Very Negative,-0.86,Misleading Information,Medium,Survey,2024-04-24,Resolved,13.0,HNI Customers,SMS,False,False
FB47067,CMP15449,I'm not interested in loans but keep getting loan offers. Wrong targeting!,Negative,-0.09,App Issues,High,Call Center,2025-11-04,Resolved,22.0,Senior Citizens,Email,True,True
FB47068,CMP14592,The special rate for existing customers was same as new customer rate. Disappointed!,Negative,-0.16,Service Delay,Low,Survey,2026-01-03,Resolved,87.0,Existing Loan Customers,Call Center,False,False
FB47069,CMP14687,The credit card offer was not as mentioned. Hidden charges everywhere!,Negative,-0.28,Duplicate Messages,High,Social Media,2025-10-11,Closed,,First-Time Borrowers,WhatsApp,False,True
FB47070,CMP12041,I'm not interested in loans but keep getting loan offers. Wrong targeting!,Negative,-0.01,Hidden Charges,Medium,App Review,2024-11-09,Resolved,114.0,Existing Loan Customers,WhatsApp,False,False
FB47071,CMP19688,General inquiry about the campaign offer.,Neutral,0.03,General Inquiry,Low,Social Media,2023-06-11,In Progress,64.0,NRI Customers,Email,False,False
FB47072,CMP18397,The credit card offer was not as mentioned. Hidden charges everywhere!,Very Negative,-0.43,Wrong Customer Details,Critical,App Review,2025-01-04,In Progress,104.0,Existing Loan Customers,SMS,False,True
FB47073,CMP18852,The offer expired but I still received promotional SMS for it. Waste of time!,Very Negative,-0.75,Poor Timing,Critical,Survey,2025-05-06,Closed,39.0,Mass Affluent,Email,True,True
FB47074,CMP19996,Received personalized offer matching my needs. Good targeting!,Positive,0.35,Appreciation,Low,Email,2026-04-02,Closed,,NRI Customers,Email,False,False
FB47075,CMP13975,Your campaign mentioned free insurance but it had premium after first year.,Negative,-0.24,Service Delay,High,Chatbot,2025-03-09,Resolved,68.0,Salaried Millennials,Email,False,True
FB47076,CMP13992,General inquiry about the campaign offer.,Neutral,0.09,General Inquiry,Low,Email,2025-08-29,Open,136.0,IT Professionals,Push Notification,True,False
FB47077,CMP16313,I opted out of marketing communications but still getting WhatsApp promotions.,Negative,-0.19,Aggressive Sales,Low,Survey,2023-08-24,Resolved,,Salaried Millennials,SMS,False,False
FB47078,CMP11241,I opted out of marketing communications but still getting WhatsApp promotions.,Negative,-0.0,Spam/Excessive Messages,Critical,Branch,2023-04-22,In Progress,155.0,Salaried Millennials,Email,False,True
FB47079,CMP15567,Received 5 promotional messages today alone. This is harassment!,Very Negative,-0.98,Wrong Customer Details,Medium,Email,2025-03-30,Closed,160.0,NRI Customers,Call Center,True,False
FB47080,CMP12502,The offer expired but I still received promotional SMS for it. Waste of time!,Negative,-0.02,Technical Issues,High,Survey,2024-06-28,Closed,,Retired Professionals,WhatsApp,True,True
FB47081,CMP17418,Too many promotional SMS from your bank. Please stop sending these messages!,Negative,-0.28,Hidden Charges,Critical,Social Media,2025-03-03,Closed,11.0,Salaried Gen-Z,Email,False,True
FB47082,CMP13758,Great offer on personal loan! Applied and got approval within hours. Impressed!,Positive,0.85,Appreciation,Low,Chatbot,2024-10-17,Escalated,,Retired Professionals,SMS,False,False
FB47083,CMP16631,I opted out of marketing communications but still getting WhatsApp promotions.,Negative,-0.07,Duplicate Messages,High,App Review,2025-03-20,Closed,,Retired Professionals,Email,False,True
FB47084,CMP10603,I'm not interested in loans but keep getting loan offers. Wrong targeting!,Negative,-0.13,Privacy Concerns,Medium,Call Center,2023-07-23,In Progress,,Premium Card Holders,SMS,True,False
FB47085,CMP19771,Loan processing fee was higher than mentioned in campaign. Please clarify!,Negative,-0.09,Misleading Information,High,Email,2023-04-23,Closed,20.0,Mass Affluent,WhatsApp,False,True
FB47086,CMP14046,Your WhatsApp banking is very convenient. Love the quick response!,Positive,0.3,Appreciation,Low,Social Media,2024-01-26,Resolved,33.0,Premium Card Holders,Push Notification,True,False
FB47087,CMP11359,The cashback promised in campaign never got credited. Follow up required.,Very Negative,-0.52,Wrong Customer Details,Critical,Social Media,2023-11-23,Resolved,,Students,Call Center,False,True
FB47088,CMP17754,Received personalized offer matching my needs. Good targeting!,Positive,0.91,Appreciation,Low,Email,2023-01-21,In Progress,153.0,HNI Customers,WhatsApp,False,False
FB47089,CMP13493,The offer mentioned in SMS is not applicable to my account. Misleading information!,Negative,-0.25,Unsubscribe Failed,Medium,Branch,2023-09-13,Open,,Salaried Gen-Z,Email,False,False
FB47090,CMP16309,Loan processing fee was higher than mentioned in campaign. Please clarify!,Negative,-0.1,Technical Issues,Critical,Call Center,2024-05-08,Escalated,,Women Professionals,WhatsApp,False,True
FB47091,CMP10772,Multiple calls from different executives for same product. Poor coordination!,Very Negative,-0.99,Aggressive Sales,Critical,Call Center,2025-06-04,Closed,13.0,SMB Owners,Call Center,False,True
FB47092,CMP18443,General inquiry about the campaign offer.,Neutral,0.19,General Inquiry,Low,App Review,2023-04-30,Closed,154.0,Government Employees,Push Notification,False,False
FB47093,CMP17801,I've already unsubscribed but still receiving marketing calls. Very frustrating!,Negative,-0.12,Unsubscribe Failed,High,Call Center,2024-11-24,Closed,43.0,Mass Affluent,Call Center,False,True
FB47094,CMP14378,Campaign said instant approval but waiting for 5 days now. False promise!,Negative,-0.09,Unclear Terms,Low,Branch,2023-10-11,In Progress,,Government Employees,Email,False,False
FB47095,CMP19487,Email said exclusive offer but everyone got the same. Not really exclusive!,Negative,-0.22,Unsubscribe Failed,High,Branch,2023-10-08,Resolved,,Salaried Millennials,Call Center,True,True
FB47096,CMP19240,The special rate for existing customers was same as new customer rate. Disappointed!,Negative,-0.11,Unsubscribe Failed,High,Social Media,2024-11-07,Closed,115.0,Self-Employed,WhatsApp,True,True
FB47097,CMP14643,Your WhatsApp banking is very convenient. Love the quick response!,Positive,0.99,Appreciation,Low,Survey,2026-01-27,Closed,137.0,Women Professionals,Email,False,False
FB47098,CMP10597,Multiple calls from different executives for same product. Poor coordination!,Very Negative,-0.39,Aggressive Sales,High,Email,2023-03-03,Resolved,96.0,Existing Loan Customers,WhatsApp,False,True
FB47099,CMP14940,I opted out of marketing communications but still getting WhatsApp promotions.,Negative,-0.26,Spam/Excessive Messages,Medium,Call Center,2023-02-08,Closed,141.0,High-Value Transactors,SMS,False,False
FB47100,CMP11888,App crashed when I tried to avail the campaign offer. Losing trust!,Very Negative,-0.74,Unsubscribe Failed,High,App Review,2023-01-05,Open,137.0,Women Professionals,Push Notification,False,True
FB47101,CMP19153,The special rate for existing customers was same as new customer rate. Disappointed!,Negative,-0.02,Service Delay,Low,Chatbot,2025-08-01,In Progress,89.0,High-Value Transactors,Push Notification,True,False
FB47102,CMP14280,Loan processing fee was higher than mentioned in campaign. Please clarify!,Very Negative,-0.62,Aggressive Sales,Critical,Call Center,2023-11-01,In Progress,,Salaried Millennials,WhatsApp,True,True
FB47103,CMP10247,Received 5 promotional messages today alone. This is harassment!,Negative,-0.17,Poor Timing,Medium,Call Center,2023-06-29,Closed,90.0,IT Professionals,WhatsApp,True,False
FB47104,CMP10813,I'm not interested in loans but keep getting loan offers. Wrong targeting!,Negative,-0.08,Wrong Customer Details,Medium,Email,2023-09-12,Escalated,18.0,Low-Balance Customers,SMS,True,False
FB47105,CMP13932,Too many promotional SMS from your bank. Please stop sending these messages!,Negative,-0.16,Hidden Charges,Low,Email,2024-11-10,Open,88.0,Premium Card Holders,Push Notification,False,False
FB47106,CMP16687,The offer expired but I still received promotional SMS for it. Waste of time!,Negative,-0.05,Duplicate Messages,High,Social Media,2023-02-28,In Progress,6.0,Existing Loan Customers,Email,False,True
FB47107,CMP13383,General inquiry about the campaign offer.,Neutral,0.03,General Inquiry,Low,Call Center,2024-06-30,In Progress,73.0,Self-Employed,WhatsApp,False,False
FB47108,CMP11228,Loan processing fee was higher than mentioned in campaign. Please clarify!,Negative,-0.21,App Issues,High,Branch,2024-12-09,Open,79.0,Salaried Millennials,Email,True,True
FB47109,CMP15145,Multiple calls from different executives for same product. Poor coordination!,Negative,-0.29,Technical Issues,Low,App Review,2024-04-28,Closed,129.0,NRI Customers,WhatsApp,False,False
FB47110,CMP11945,General inquiry about the campaign offer.,Neutral,0.2,General Inquiry,Low,Branch,2025-07-02,In Progress,157.0,IT Professionals,WhatsApp,True,False
FB47111,CMP16174,General inquiry about the campaign offer.,Neutral,0.26,General Inquiry,Low,Email,2024-04-13,Closed,110.0,Government Employees,SMS,False,False
FB47112,CMP14672,Promotional message language was different from my preference. Update records!,Negative,-0.29,Technical Issues,Low,Social Media,2023-06-01,Resolved,130.0,SMB Owners,Push Notification,True,False
FB47113,CMP13161,The cashback promised in campaign never got credited. Follow up required.,Very Negative,-0.46,Technical Issues,Critical,Chatbot,2025-04-30,Closed,137.0,Salaried Gen-Z,Email,False,True
FB47114,CMP12226,General inquiry about the campaign offer.,Neutral,0.18,General Inquiry,Low,Branch,2024-02-29,Open,129.0,First-Time Borrowers,WhatsApp,True,False
FB47115,CMP17554,I opted out of marketing communications but still getting WhatsApp promotions.,Very Negative,-0.59,Irrelevant Offers,High,Branch,2024-01-07,Resolved,137.0,Women Professionals,Email,True,True
FB47116,CMP18539,The offer mentioned in SMS is not applicable to my account. Misleading information!,Very Negative,-0.76,Poor Timing,Low,Chatbot,2024-08-16,Escalated,17.0,HNI Customers,WhatsApp,False,False
FB47117,CMP17875,The app notification for bill payment reminder was helpful. Avoided late fee!,Positive,0.31,Appreciation,Low,Email,2024-03-22,In Progress,71.0,Salaried Millennials,Push Notification,True,False
FB47118,CMP11599,Keep getting duplicate messages on both SMS and WhatsApp. Very annoying!,Negative,-0.27,Wrong Customer Details,High,App Review,2026-02-26,In Progress,,Women Professionals,Call Center,False,True
FB47119,CMP13052,The credit card upgrade offer was excellent. Enjoying the new benefits!,Positive,0.71,Appreciation,Low,Call Center,2024-06-12,Open,42.0,High-Value Transactors,Push Notification,True,False
FB47120,CMP14007,Too many promotional SMS from your bank. Please stop sending these messages!,Negative,-0.09,Technical Issues,Medium,Call Center,2025-09-22,Closed,166.0,Senior Citizens,Push Notification,False,False
FB47121,CMP17583,Too many promotional SMS from your bank. Please stop sending these messages!,Negative,-0.21,Unclear Terms,High,Social Media,2026-01-23,In Progress,,High-Value Transactors,SMS,False,True
FB47122,CMP16153,I opted out of marketing communications but still getting WhatsApp promotions.,Negative,-0.28,Misleading Information,Medium,Chatbot,2026-03-23,Open,105.0,Premium Card Holders,WhatsApp,True,False
